created_at,full_text,image_url,lang,location,username,caseFolded_fullText,cleaning,matched_keyword,lintang,bujur,sumber,norm,stopwords,tokenized,stemmed,translated,score_vader,klasifikasi_vader
Sat Jun 10 02:05:51 +0000 2023,Kebun Buah Mangunan Dlingo Bantul DIY. @risaarum #jogja #explorejogja #wisatajogja #kebunbuahmangunan #dlingo #yogyakarta #exploreyogyakarta #wisatayogyakarta #bantul #explorebantul #wisatabantul #dolanjogja #diy #jogjahits #jogjainfo #jogjaistimewa #jogjaku #jogjaview https://t.co/tENlp6u2At,https://pbs.twimg.com/ext_tw_video_thumb/1667352298039951360/pu/img/OR-mazWgrC7WMowz.jpg,in,"Yogyakarta, Indonesia",area_diy,kebun buah mangunan dlingo bantul diy. @risaarum #jogja #explorejogja #wisatajogja #kebunbuahmangunan #dlingo #yogyakarta #exploreyogyakarta #wisatayogyakarta #bantul #explorebantul #wisatabantul #dolanjogja #diy #jogjahits #jogjainfo #jogjaistimewa #jogjaku #jogjaview https://t.co/tenlp6u2at,kebun buah mangunan dlingo bantul diy,kebun buah mangunan,-7.941372,110.424734,visit jogja,kebun buah mangunan dlingo bantul diy,kebun buah mangunan dlingo bantul diy,"['kebun', 'buah', 'mangunan', 'dlingo', 'bantul', 'diy']",kebun buah mangun dlingo bantul diy,Dlingo Bantul Diy's Gardens,0,netral
Sat Jun 17 04:04:04 +0000 2023,Kedung Pedut Kulon Progo DIY. @rudifmnsyh #jogja #explorejogja #wisatajogja #kedungpedut #airterjun #waterfall #yogyakarta #exploreyogyakarta #wisatayogyakarta #kulonprogo #explorekulonprogo #wisatakulonprogo #dolanjogja #diy #jogjahits #jogjainfo #jogjaistimewa #jogjaku https://t.co/mPmQwGftHc,https://pbs.twimg.com/ext_tw_video_thumb/1669918703046250496/pu/img/Wb2JnfimKFDr-xsy.jpg,in,"Yogyakarta, Indonesia",area_diy,kedung pedut kulon progo diy. @rudifmnsyh #jogja #explorejogja #wisatajogja #kedungpedut #airterjun #waterfall #yogyakarta #exploreyogyakarta #wisatayogyakarta #kulonprogo #explorekulonprogo #wisatakulonprogo #dolanjogja #diy #jogjahits #jogjainfo #jogjaistimewa #jogjaku https://t.co/mpmqwgfthc,kedung pedut kulon progo diy,kedung pedut,-7.769988,110.121071,visit jogja,kedung pedut kulon progo diy,kedung pedut kulon progo diy,"['kedung', 'pedut', 'kulon', 'progo', 'diy']",kedung pedut kulon progo diy,Kedung Pedut Kulon Progo DIY,0,netral
Fri Apr 28 15:25:26 +0000 2023,Kedung Pedut Kulon Progo DIY. Cc @rudifmnsyh #jogja #explorejogja #wisatajogja #kedungpedut #yogyakarta #kulonprogo #explorekulonprogo https://t.co/9xiv7mOfMv,https://pbs.twimg.com/ext_tw_video_thumb/1651970780073447424/pu/img/mZY75a_cfm3ecaLf.jpg,in,"Yogyakarta, Indonesia",area_diy,kedung pedut kulon progo diy. cc @rudifmnsyh #jogja #explorejogja #wisatajogja #kedungpedut #yogyakarta #kulonprogo #explorekulonprogo https://t.co/9xiv7mofmv,kedung pedut kulon progo diy cc,kedung pedut,-7.769988,110.121071,visit jogja,kedung pedut kulon progo diy cc,kedung pedut kulon progo diy cc,"['kedung', 'pedut', 'kulon', 'progo', 'diy', 'cc']",kedung pedut kulon progo diy cc,Kedung Pedut Kulon Progo DIY CC,0,netral
Mon Aug 28 06:49:53 +0000 2023,KEMARAU ELEVASI AIR WADUK SERMO MENYUSUT #Kulonprogo #kemarau #mediapemersatubangsa #TVRIYogyakarta https://t.co/zwaYeYGNDn,https://pbs.twimg.com/ext_tw_video_thumb/1696051193070723072/pu/img/PegEAU0t1HCmxBNZ.jpg,in,"Yogyakarta, Indonesia",tvriyogyakarta,kemarau elevasi air waduk sermo menyusut #kulonprogo #kemarau #mediapemersatubangsa #tvriyogyakarta https://t.co/zwayeygndn,kemarau elevasi air waduk sermo menyusut,waduk sermo,-7.822714,110.108505,dinpar diy 2023,kemarau elevasi air waduk sermo menyusut,kemarau elevasi air waduk sermo menyusut,"['kemarau', 'elevasi', 'air', 'waduk', 'sermo', 'menyusut']",kemarau elevasi air waduk sermo susut,Drought Elevation of Sermo Reservoir Water Shrinks,0,netral
Thu Jun 15 05:16:59 +0000 2023,Kenangan traveling ke Candi Borobudur Gunung Merapi Istana Jogja Lesehan Jl. Malaiboro (Lengan Ferdy bukan Tato ya itu Kaos tangan) ÃƒÂ¢Ã¢â€šÂ¬Ã‚ÂÃƒÂ¯Ã‚Â¸Ã‚ÂJawa Tengah ÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚Â®ÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚Â© You'll be in my heart ÃƒÂ¯Ã‚Â¸Ã‚Â https://t.co/FvNnH32jvN,https://pbs.twimg.com/media/Fyo70SHacAAkXwe.jpg,in,"Jakarta Selatan, DKI Jakarta",ikawati_lilies,kenangan traveling ke candi borobudur gunung merapi istana jogja lesehan jl. malaiboro (lengan ferdy bukan tato ya itu kaos tangan) ÃƒÂ¢Ã¢â€šÂ¬Ã‚ÂÃƒÂ¯Ã‚Â¸Ã‚Âjawa tengah ÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚Â®ÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚Â© you'll be in my heart ÃƒÂ¯Ã‚Â¸Ã‚Â https://t.co/fvnnh32jvn,kenangan traveling ke candi borobudur gunung merapi istana jogja lesehan jl malaiboro lengan ferdy bukan tato ya itu kaos tangan jawa tengah  youll be in my heart,gunung merapi,-7.540716,110.445723,visit jogja,kenangan traveling ke candi borobudur gunung merapi istana jogja lesehan jl malaiboro lengan ferdy bukan tato ya itu kaos tangan jawa tengah  youll be in my heart,kenangan traveling candi borobudur gunung merapi istana jogja lesehan jl malaiboro lengan ferdy bukan tato itu kaos tangan jawa tengah  youll be in my heart,"['kenangan', 'traveling', 'candi', 'borobudur', 'gunung', 'merapi', 'istana', 'jogja', 'lesehan', 'jl', 'malaiboro', 'lengan', 'ferdy', 'bukan', 'tato', 'itu', 'kaos', 'tangan', 'jawa', 'tengah', 'youll', 'be', 'in', 'my', 'heart']",kenang traveling candi borobudur gunung merapi istana jogja leseh jl malaiboro lengan ferdy bukan tato itu kaos tangan jawa tengah youll be in my heart,"Memories of traveling to Borobudur Temple Mount Merapi Palace of Jogja Lesehan Jl Malaiboro Ferdy's arm is not a tattoo, yes, Central Java Shirt",-0.3089,negatif
Wed Aug 02 04:06:18 +0000 2023,Kenapa setelah aku pulang dari jogja twit tentang kuliner jogja baru bertebaran. Tapi kemaren emang waktu banyak habis di jalan sama otewe ke gunung kidul seharian full. Ke malioboro pun cuma 1-2 jam,,in,cepu,detinitis,kenapa setelah aku pulang dari jogja twit tentang kuliner jogja baru bertebaran. tapi kemaren emang waktu banyak habis di jalan sama otewe ke gunung kidul seharian full. ke malioboro pun cuma 1-2 jam,kenapa setelah aku pulang dari jogja twit tentang kuliner jogja baru bertebaran tapi kemaren emang waktu banyak habis di jalan sama otewe ke gunung kidul seharian full ke malioboro pun cuma  jam,malioboro,-7.792646,110.365871,dinpar diy 2023,kenapa setelah aku pulang dari jogja twit tentang kuliner jogja baru bertebaran tapi kemaren emang waktu banyak habis di jalan sama otewe ke gunung kidul seharian full ke malioboro pun cuma  jam,setelah aku pulang jogja twit kuliner jogja baru bertebaran kemaren emang waktu banyak habis jalan sama otewe gunung kidul seharian full malioboro cuma  jam,"['setelah', 'aku', 'pulang', 'jogja', 'twit', 'kuliner', 'jogja', 'baru', 'bertebaran', 'kemaren', 'emang', 'waktu', 'banyak', 'habis', 'jalan', 'sama', 'otewe', 'gunung', 'kidul', 'seharian', 'full', 'malioboro', 'cuma', 'jam']",telah aku pulang jogja twit kuliner jogja baru tebar kemaren emang waktu banyak habis jalan sama otewe gunung kidul hari full malioboro cuma jam,Why after I returned from Jogja tweets about the only Jogja culinary scattered but yesterday it was a lot of time running out on the road with the Otewe to Gunung Kidul all day full to Malioboro was only a clock,0,netral
Sun Feb 19 09:22:03 +0000 2023,Keraton Yogyakarta Kembali Gelar Labuhan di Pantai Parangkusumo https://t.co/XzcoUWEmrk,,in,"Yogyakarta, Indonesia",IDNTimesJogja,keraton yogyakarta kembali gelar labuhan di pantai parangkusumo https://t.co/xzcouwemrk,keraton yogyakarta kembali gelar labuhan di pantai parangkusumo,pantai parangkusumo,-8.022769,110.324995,visit jogja,keraton yogyakarta kembali gelar labuhan di pantai parangkusumo,keraton yogyakarta gelar labuhan pantai parangkusumo,"['keraton', 'yogyakarta', 'gelar', 'labuhan', 'pantai', 'parangkusumo']",keraton yogyakarta gelar labuh pantai parangkusumo,Yogyakarta Palace Returns Labuhan Holds at Parangkusumo Beach,0,netral
Mon Mar 27 02:38:19 +0000 2023,Ketika Gunung Ireng full kabut tidak sesuai ekspektasi view udara dari Gunungkidul ini tetap eksotis Gunungkidul Jogja : Didit anggiawan https://t.co/NRhPWzvB4g,https://pbs.twimg.com/ext_tw_video_thumb/1640181348920094721/pu/img/ra-FAmfDFYsl5ToB.jpg,in,"Yogyakarta, Indonesia",merapi_uncover,ketika gunung ireng full kabut tidak sesuai ekspektasi view udara dari gunungkidul ini tetap eksotis gunungkidul jogja : didit anggiawan https://t.co/nrhpwzvb4g,ketika gunung ireng full kabut tidak sesuai ekspektasi view udara dari gunungkidul ini tetap eksotis gunungkidul jogja  didit anggiawan,gunung ireng,-7.881011,110.488578,visit jogja,ketika gunung ireng full kabut tidak sesuai ekspektasi view udara dari gunungkidul ini tetap eksotis gunungkidul jogja  didit anggiawan,gunung ireng full kabut sesuai ekspektasi view udara gunungkidul tetap eksotis gunungkidul jogja  didit anggiawan,"['gunung', 'ireng', 'full', 'kabut', 'sesuai', 'ekspektasi', 'view', 'udara', 'gunungkidul', 'tetap', 'eksotis', 'gunungkidul', 'jogja', 'didit', 'anggiawan']",gunung ireng full kabut sesuai ekspektasi view udara gunungkidul tetap eksotis gunungkidul jogja didit anggiawan,"When Mount Ireng is full of fog not in accordance with the expectations of the air view from Gunungkidul, it remains exotic Gunungkidul Jogja Didit Anggiawan",0,netral
Fri Jul 28 11:59:21 +0000 2023,Ku liat bnykkkkk bgttt yg nulis gunung berapi jadi gunung merapi. Gunung merapi mah di Jogja tuhhh (Jogja apa magelang yaaa),,in,,run_we_run,ku liat bnykkkkk bgttt yg nulis gunung berapi jadi gunung merapi. gunung merapi mah di jogja tuhhh (jogja apa magelang yaaa),ku liat bnykkkkk bgttt yg nulis gunung berapi jadi gunung merapi gunung merapi mah di jogja tuhhh jogja apa magelang yaaa,gunung merapi,-7.540716,110.445723,visit jogja,ku liat bnykkkkk bgttt yang nulis gunung berapi jadi gunung merapi gunung merapi mah di jogja tuhhh jogja apa magelang yaaa,ku liat bnykkkkk bgttt nulis gunung berapi jadi gunung merapi gunung merapi mah jogja tuhhh jogja apa magelang yaaa,"['ku', 'liat', 'bnykkkkk', 'bgttt', 'nulis', 'gunung', 'berapi', 'jadi', 'gunung', 'merapi', 'gunung', 'merapi', 'mah', 'jogja', 'tuhhh', 'jogja', 'apa', 'magelang', 'yaaa']",ku liat bnykkkkk bgttt nulis gunung rap jadi gunung merapi gunung merapi mah jogja tuhhh jogja apa magelang yaaa,I see a lot of bnykkkk who wrote a volcano to become a Mount Merapi Mount Merapi mah in jogja tuhhh jogja or magelau,0,netral
Tue Aug 22 14:42:03 +0000 2023,Kubah Barat Daya Gunung Merapi Alami Perubahan Morfologi https://t.co/Kg3o2HIJDz,,in,"Yogyakarta, Indonesia",IDNTimesJogja,kubah barat daya gunung merapi alami perubahan morfologi https://t.co/kg3o2hijdz,kubah barat daya gunung merapi alami perubahan morfologi,gunung merapi,-7.540716,110.445723,visit jogja,kubah barat daya gunung merapi alami perubahan morfologi,kubah barat daya gunung merapi alami perubahan morfologi,"['kubah', 'barat', 'daya', 'gunung', 'merapi', 'alami', 'perubahan', 'morfologi']",kubah barat daya gunung merapi alami ubah morfologi,southwest dome of Mount Merapi naturally changes in morphology,0,netral
Mon Oct 02 03:11:06 +0000 2023,Kubah Gunung Merapi di Barat Daya Bertambah Tinggi Tidak Ada Titik Magma Baru #beritajogja #jogja #jogjaistimewa https://t.co/AqzvwbhDBH https://t.co/3CXRx5mXfk,https://pbs.twimg.com/media/F7Z0TBsaEAAficb.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,kubah gunung merapi di barat daya bertambah tinggi tidak ada titik magma baru #beritajogja #jogja #jogjaistimewa https://t.co/aqzvwbhdbh https://t.co/3cxrx5mxfk,kubah gunung merapi di barat daya bertambah tinggi tidak ada titik magma baru,gunung merapi,-7.540716,110.445723,visit jogja,kubah gunung merapi di barat daya bertambah tinggi tidak ada titik magma baru,kubah gunung merapi barat daya bertambah tinggi ada titik magma baru,"['kubah', 'gunung', 'merapi', 'barat', 'daya', 'bertambah', 'tinggi', 'ada', 'titik', 'magma', 'baru']",kubah gunung merapi barat daya tambah tinggi ada titik magma baru,The Dome of Mount Merapi in the Southwest there is no new magma point,-0.296,negatif
Sat May 06 13:01:24 +0000 2023,Kuliner bebakaran terlaris di Alkid kini ada menu baru. Yupp yg sore2 sering berburu kuliner di Alkid dan Area Langenastran pasti gak asing lagi sama spot jajanan aneka sate seafood yg satu ini. https://t.co/OS5SZKj1wk,https://pbs.twimg.com/media/FvcmRiZaUAAi1k4.jpg,in,,infodhaharjogja,kuliner bebakaran terlaris di alkid kini ada menu baru. yupp yg sore2 sering berburu kuliner di alkid dan area langenastran pasti gak asing lagi sama spot jajanan aneka sate seafood yg satu ini. https://t.co/os5szkj1wk,kuliner bebakaran terlaris di alkid kini ada menu baru yupp yg sore sering berburu kuliner di alkid dan area langenastran pasti gak asing lagi sama spot jajanan aneka sate seafood yg satu ini,alkid,-7.811877,110.363204,visit jogja,kuliner bebakaran terlaris di alkid kini ada menu baru yupp yang sore sering berburu kuliner di alkid dan area langenastran pasti gak asing lagi sama spot jajanan aneka sate seafood yang satu ini,kuliner bebakaran terlaris alkid kini menu baru yupp sore sering berburu kuliner alkid area langenastran gak asing sama spot jajanan aneka sate seafood satu,"['kuliner', 'bebakaran', 'terlaris', 'alkid', 'kini', 'menu', 'baru', 'yupp', 'sore', 'sering', 'berburu', 'kuliner', 'alkid', 'area', 'langenastran', 'gak', 'asing', 'sama', 'spot', 'jajanan', 'aneka', 'sate', 'seafood', 'satu']",kuliner bebakaran laris alkid kini menu baru yupp sore sering buru kuliner alkid area langenastran gak asing sama spot jajan aneka sate seafood satu,The best -selling culinary burning in Alkid is now a new YUPP menu which often hunts culinary in the alkid and the Langenstran area is definitely familiar with the spots of various snacks of various satay seafood,0.7845,positif
Sun Aug 27 04:32:04 +0000 2023,Kunjungan di Pantai Glagah Justru Menurun Sepekan Terakhir #beritajogja #jogja #jogjaistimewa https://t.co/h8CU9wuBwC https://t.co/FtMJM0hxuM,https://pbs.twimg.com/media/F4gtmL9bsAAJG_n.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,kunjungan di pantai glagah justru menurun sepekan terakhir #beritajogja #jogja #jogjaistimewa https://t.co/h8cu9wubwc https://t.co/ftmjm0hxum,kunjungan di pantai glagah justru menurun sepekan terakhir,pantai glagah,-7.911943,110.064734,visit jogja,kunjungan di pantai glagah justru menurun sepekan terakhir,kunjungan pantai glagah justru menurun sepekan terakhir,"['kunjungan', 'pantai', 'glagah', 'justru', 'menurun', 'sepekan', 'terakhir']",kunjung pantai glagah justru turun pek akhir,Visit at Glagah Beach actually declined,0,netral
Sat Mar 18 12:09:42 +0000 2023,Kunjungan Wisata di Lereng Gunung Merapi Sleman Anjlok 40 Persen Akibat Erupsi https://t.co/DkiXANYzdl,,in,Jl Jend Sudirman 52 Yogyakarta,tribunjogja,kunjungan wisata di lereng gunung merapi sleman anjlok 40 persen akibat erupsi https://t.co/dkixanyzdl,kunjungan wisata di lereng gunung merapi sleman anjlok  persen akibat erupsi,gunung merapi,-7.540716,110.445723,visit jogja,kunjungan wisata di lereng gunung merapi sleman anjlok  persen akibat erupsi,kunjungan wisata lereng gunung merapi sleman anjlok  persen akibat erupsi,"['kunjungan', 'wisata', 'lereng', 'gunung', 'merapi', 'sleman', 'anjlok', 'persen', 'akibat', 'erupsi']",kunjung wisata lereng gunung merapi sleman anjlok persen akibat erupsi,tourist visits on the slopes of Mount Merapi Sleman plummeted percent due to eruption,0,netral
Wed Jul 05 07:18:03 +0000 2023,Lagi 20 Wisatawan di Pantai Parangtritis Tersengat Ubur-Ubur https://t.co/BAk816Kbk1,,in,"Yogyakarta, Indonesia",IDNTimesJogja,lagi 20 wisatawan di pantai parangtritis tersengat ubur-ubur https://t.co/bak816kbk1,lagi  wisatawan di pantai parangtritis tersengat uburubur,pantai parangtritis,-8.024608,110.329804,visit jogja,lagi  wisatawan di pantai parangtritis tersengat uburubur, wisatawan pantai parangtritis tersengat uburubur,"['wisatawan', 'pantai', 'parangtritis', 'tersengat', 'uburubur']",wisatawan pantai parangtritis sengat uburubur,again tourists at Parangtritis Beach are stung by jellyfish,0,netral
Wed Mar 15 06:02:22 +0000 2023,Lagi Gunung Merapi Luncurkan Awanpanas Guguran Sejauh 1300 Meter Siang Ini https://t.co/ziVvxZRGpt,,in,Jl Jend Sudirman 52 Yogyakarta,tribunjogja,lagi gunung merapi luncurkan awanpanas guguran sejauh 1300 meter siang ini https://t.co/zivvxzrgpt,lagi gunung merapi luncurkan awanpanas guguran sejauh  meter siang ini,gunung merapi,-7.540716,110.445723,visit jogja,lagi gunung merapi luncurkan awanpanas guguran sejauh  meter siang ini,gunung merapi luncurkan awanpanas guguran sejauh  meter siang,"['gunung', 'merapi', 'luncurkan', 'awanpanas', 'guguran', 'sejauh', 'meter', 'siang']",gunung merapi luncur awanpanas gugur jauh meter siang,"Again, Mount Merapi launched Awanpanasan falling as far as meters this afternoon",-0.0258,netral
Fri Dec 22 10:11:26 +0000 2023,Lagi Hits! Berwisata di Malioboro Sambil Menyewa Jasa Foto dengan Pakaian Adat Jawa #wisatajogja #jogja #wisata #yogyakarta https://t.co/odHQDKRDVB,,in,,jogjaposid,lagi hits! berwisata di malioboro sambil menyewa jasa foto dengan pakaian adat jawa #wisatajogja #jogja #wisata #yogyakarta https://t.co/odhqdkrdvb,lagi hits berwisata di malioboro sambil menyewa jasa foto dengan pakaian adat jawa,malioboro,-7.792646,110.365871,dinpar diy 2023,lagi hits berwisata di malioboro sambil menyewa jasa foto dengan pakaian adat jawa,hits berwisata malioboro menyewa jasa foto pakaian adat jawa,"['hits', 'berwisata', 'malioboro', 'menyewa', 'jasa', 'foto', 'pakaian', 'adat', 'jawa']",hits wisata malioboro sewa jasa foto pakai adat jawa,again hits a tour in Malioboro while renting a photo service in Javanese traditional clothes,0,netral
Wed Aug 23 11:07:20 +0000 2023,Lagi pengen bengong aja sambil liatin langit kalo di jogja aku udh di bukit bintang,,in,"Yogyakarta, Indonesia",Blurpppy,lagi pengen bengong aja sambil liatin langit kalo di jogja aku udh di bukit bintang,lagi pengen bengong aja sambil liatin langit kalo di jogja aku udh di bukit bintang,bukit bintang,-7.845841,110.479846,visit jogja,lagi pengen bengong aja sambil liatin langit kalo di jogja aku sudah di bukit bintang,pengen bengong aja liatin langit kalo jogja aku di bukit bintang,"['pengen', 'bengong', 'aja', 'liatin', 'langit', 'kalo', 'jogja', 'aku', 'di', 'bukit', 'bintang']",ken bengong aja liatin langit kalo jogja aku di bukit bintang,More Bengong Pengen just as the sky in the jogjja I was in Bukit Bintang,0,netral
Mon Mar 06 12:24:13 +0000 2023,Landasan Pacu Pantai Depok yang bisa digunakan untuk pendaratan pesawat sport bisa dikembangkan untuk aerowisata ini. #GubernurDIY #DanlanudAdisutjipto https://t.co/hUFikddrJf,https://pbs.twimg.com/media/FqiVAIbacAAAOMH.jpg,in,"Yogyakarta, Indonesia",humas_jogja,landasan pacu pantai depok yang bisa digunakan untuk pendaratan pesawat sport bisa dikembangkan untuk aerowisata ini. #gubernurdiy #danlanudadisutjipto https://t.co/hufikddrjf,landasan pacu pantai depok yang bisa digunakan untuk pendaratan pesawat sport bisa dikembangkan untuk aerowisata ini,pantai depok,-8.013709,110.291478,visit jogja,landasan pacu pantai depok yang bisa digunakan untuk pendaratan pesawat sport bisa dikembangkan untuk aerowisata ini,landasan pacu pantai depok digunakan pendaratan pesawat sport bisa dikembangkan aerowisata,"['landasan', 'pacu', 'pantai', 'depok', 'digunakan', 'pendaratan', 'pesawat', 'sport', 'bisa', 'dikembangkan', 'aerowisata']",landas pacu pantai depok guna darat pesawat sport bisa kembang aerowisata,Depok Beach runway that can be used for landing sports can be developed for this aerowourism,0,netral
Sun Oct 15 01:08:54 +0000 2023,Liburan seru bareng Malioboro tour Yuk...!!! #wisatajogja #liburan #jogja #obelixseaview #wisatajogjaterbaru #malioborotour https://t.co/fwlDRc8rqr,,in,"Yogyakarta, Indonesia",djogja_trans,liburan seru bareng malioboro tour yuk...!!! #wisatajogja #liburan #jogja #obelixseaview #wisatajogjaterbaru #malioborotour https://t.co/fwldrc8rqr,liburan seru bareng malioboro tour yuk,malioboro,-7.792646,110.365871,dinpar diy 2023,liburan seru bareng malioboro tour yuk,liburan seru bareng malioboro tour yuk,"['liburan', 'seru', 'bareng', 'malioboro', 'tour', 'yuk']",libur seru bareng malioboro tour yuk,exciting vacation with malioboro tour,0.4939,positif
Tue Jul 04 05:37:16 +0000 2023,lik kmrn aku Nemu kacamata minus di pondokan pantai watu kodok gunung kidul. Punya wisatawan yg ketinggalan mana tau ada yg kehilangan tak titipin &amp; cek lagi ke warung yg di sebelah barat pantai yg ada gazebo tingkatnya ya. Makasih @annisaapsr,,in,Yogyakarta,JogjaUpdate,lik kmrn aku nemu kacamata minus di pondokan pantai watu kodok gunung kidul. punya wisatawan yg ketinggalan mana tau ada yg kehilangan tak titipin &amp; cek lagi ke warung yg di sebelah barat pantai yg ada gazebo tingkatnya ya. makasih @annisaapsr,lik kmrn aku nemu kacamata minus di pondokan pantai watu kodok gunung kidul punya wisatawan yg ketinggalan mana tau ada yg kehilangan tak titipin amp cek lagi ke warung yg di sebelah barat pantai yg ada gazebo tingkatnya ya makasih,pantai watu kodok,-8.136983,110.574152,visit jogja,lik kemarin aku nemu kacamata minus di pondokan pantai watu kodok gunung kidul punya wisatawan yang ketinggalan mana tau ada yang kehilangan tak titipin amp cek lagi ke warung yang di sebelah barat pantai yang ada gazebo tingkatnya ya makasih,lik kemarin aku nemu kacamata minus pondokan pantai watu kodok gunung kidul punya wisatawan ketinggalan mana tau kehilangan tak titipin amp cek ke warung di sebelah barat pantai yang ada gazebo tingkatnya makasih,"['lik', 'kemarin', 'aku', 'nemu', 'kacamata', 'minus', 'pondokan', 'pantai', 'watu', 'kodok', 'gunung', 'kidul', 'punya', 'wisatawan', 'ketinggalan', 'mana', 'tau', 'kehilangan', 'tak', 'titipin', 'amp', 'cek', 'ke', 'warung', 'di', 'sebelah', 'barat', 'pantai', 'yang', 'ada', 'gazebo', 'tingkatnya', 'makasih']",lik kemarin aku nemu kacamata minus pondok pantai watu kodok gunung kidul punya wisatawan tinggal mana tau hilang tak titipin amp cek ke warung di belah barat pantai yang ada gazebo tingkat makasih,"Lik yesterday I found a minus glasses at Watu Kodok Beach Gunung Kidul Beach have tourists who miss which knows someone lost not to leave again to check the stall to the west of the beach with a gazebo level, thanks",-0.166,negatif
Thu Jul 20 02:52:41 +0000 2023,Lokasi dan Tiket Masuk Wisata Blue Lagoon Pemandian Tirta Budi Jogja yang Hits https://t.co/kPJFo387m1,,in,CP : indotravelista@yahoo.com,indotravelista,lokasi dan tiket masuk wisata blue lagoon pemandian tirta budi jogja yang hits https://t.co/kpjfo387m1,lokasi dan tiket masuk wisata blue lagoon pemandian tirta budi jogja yang hits,blue lagoon,-7.702833,110.44911,visit jogja,lokasi dan tiket masuk wisata blue lagoon pemandian tirta budi jogja yang hits,lokasi tiket masuk wisata blue lagoon pemandian tirta budi jogja hits,"['lokasi', 'tiket', 'masuk', 'wisata', 'blue', 'lagoon', 'pemandian', 'tirta', 'budi', 'jogja', 'hits']",lokasi tiket masuk wisata blue lagoon mandi tirta budi jogja hits,location and entrance ticket to the Blue Lagoon tour of the Tirta Budi Jogja bath,0,netral
Fri Oct 06 07:38:21 +0000 2023,Lokasi pantai sepanjang kemadang tanjungsari gunungkiduk jogja,,in,"Yogyakarta, Indonesia",bondanproduct,lokasi pantai sepanjang kemadang tanjungsari gunungkiduk jogja,lokasi pantai sepanjang kemadang tanjungsari gunungkiduk jogja,pantai sepanjang,-8.136653,110.566032,dinpar diy 2023,lokasi pantai sepanjang kemadang tanjungsari gunungkiduk jogja,lokasi pantai sepanjang kemadang tanjungsari gunungkiduk jogja,"['lokasi', 'pantai', 'sepanjang', 'kemadang', 'tanjungsari', 'gunungkiduk', 'jogja']",lokasi pantai panjang madang tanjungsari gunungkiduk jogja,Location of Beach Along Kemadang Tanjungsari Gunungkiduk Jogja,0,netral
Wed Mar 08 06:09:16 +0000 2023,Lontarkan Material Vulkanik Status Gunung Merapi Masih Level 3 #GunungMerapiLevel3 #AktivitasGunungMerapi #GunungMerapi https://t.co/r5HpYLnMFi,,in,Yogyakarta,republikajogja,lontarkan material vulkanik status gunung merapi masih level 3 #gunungmerapilevel3 #aktivitasgunungmerapi #gunungmerapi https://t.co/r5hpylnmfi,lontarkan material vulkanik status gunung merapi masih level,gunung merapi,-7.540716,110.445723,visit jogja,lontarkan material vulkanik status gunung merapi masih level,lontarkan material vulkanik status gunung merapi level,"['lontarkan', 'material', 'vulkanik', 'status', 'gunung', 'merapi', 'level']",lontar material vulkanik status gunung merapi level,Display volcanic material status of Mount Merapi is still level,0,netral
Thu Oct 12 07:51:14 +0000 2023,Macet di jalan Wonosari - Jogja tepatnya di tanjakan Bukit Bintang https://t.co/5pe7uMxUXE,,in,Kebumen,widodogroho,macet di jalan wonosari - jogja tepatnya di tanjakan bukit bintang https://t.co/5pe7umxuxe,macet di jalan wonosari  jogja tepatnya di tanjakan bukit bintang,bukit bintang,-7.845841,110.479846,visit jogja,macet di jalan wonosari  jogja tepatnya di tanjakan bukit bintang,macet jalan wonosari  jogja tepatnya tanjakan bukit bintang,"['macet', 'jalan', 'wonosari', 'jogja', 'tepatnya', 'tanjakan', 'bukit', 'bintang']",macet jalan wonosari jogja tepat tanjak bukit bintang,traffic jam on Jalan Wonosari Jogja precisely on the Bukit Bintang incline,0,netral
Thu Oct 12 09:13:50 +0000 2023,Macet di Tanjakan Bukit Bintang (Jalan Wonosari - Jogja) https://t.co/bjmKY2QmqJ,,in,Kebumen,widodogroho,macet di tanjakan bukit bintang (jalan wonosari - jogja) https://t.co/bjmky2qmqj,macet di tanjakan bukit bintang jalan wonosari  jogja,bukit bintang,-7.845841,110.479846,visit jogja,macet di tanjakan bukit bintang jalan wonosari  jogja,macet tanjakan bukit bintang jalan wonosari  jogja,"['macet', 'tanjakan', 'bukit', 'bintang', 'jalan', 'wonosari', 'jogja']",macet tanjak bukit bintang jalan wonosari jogja,traffic jams on the hill of Bukit Bintang Jalan Wonosari Jogja,0,netral
