created_at,full_text,image_url,lang,location,username,caseFolded_fullText,cleaning,matched_keyword,lintang,bujur,sumber,norm,stopwords,tokenized,stemmed,translated,score_vader,klasifikasi_vader,eval
Thu Aug 24 15:35:44 +0000 2023,@tanyarlfes Inieh nderr ini di jogja kalo gak salah yaa di pantai Parangtritis kalo sore best sih wajib kesini kalo ke Jogja https://t.co/3hfaWKji2e,https://pbs.twimg.com/media/F4TotJrbQAA7x5g.jpg,in,,Luvnay010,@tanyarlfes inieh nderr ini di jogja kalo gak salah yaa di pantai parangtritis kalo sore best sih wajib kesini kalo ke jogja https://t.co/3hfawkji2e,inieh nderr ini di jogja kalo gak salah yaa di pantai parangtritis kalo sore best sih wajib kesini kalo ke jogja,pantai parangtritis,-8.024608,110.329804,visit jogja,inieh nderr ini di jogja kalo gak salah yaa di pantai parangtritis kalo sore best sih wajib kesini kalo ke jogja,inieh nderr jogja kalo gak salah yaa di pantai parangtritis kalo sore best sih wajib kesini kalo jogja,"['inieh', 'nderr', 'jogja', 'kalo', 'gak', 'salah', 'yaa', 'di', 'pantai', 'parangtritis', 'kalo', 'sore', 'best', 'sih', 'wajib', 'kesini', 'kalo', 'jogja']",inieh nderr jogja kalo gak salah yaa di pantai parangtritis kalo sore best sih wajib kesini kalo jogja,"This is this nder in Jogja if I'm not mistaken at Parangtritis Beach, if it's the best in the afternoon, you must come here if you go to Jogja",0.7438,positif,positif
Sat Apr 08 13:38:08 +0000 2023,Jelajah Wisata Jogja - Yuk jelajah tempat wisata Jogja ini!! - photo today by taken at Gumuk Pasir Parangkusumo Bantul.... - https://t.co/aAOJcIqSQl,https://pbs.twimg.com/media/FtMiaRfaYAEo-M8.jpg,in,contact  idbcpr@gmail.com,idbcpr,jelajah wisata jogja - yuk jelajah tempat wisata jogja ini!! - photo today by taken at gumuk pasir parangkusumo bantul.... - https://t.co/aaojciqsql,jelajah wisata jogja  yuk jelajah tempat wisata jogja ini  photo today by taken at gumuk pasir parangkusumo bantul,gumuk pasir parangkusumo,-8.01845,110.319551,visit jogja,jelajah wisata jogja  yuk jelajah tempat wisata jogja ini  photo today by taken at gumuk pasir parangkusumo bantul,jelajah wisata jogja  yuk jelajah tempat wisata jogja  photo today by taken at gumuk pasir parangkusumo bantul,"['jelajah', 'wisata', 'jogja', 'yuk', 'jelajah', 'tempat', 'wisata', 'jogja', 'photo', 'today', 'by', 'taken', 'at', 'gumuk', 'pasir', 'parangkusumo', 'bantul']",jelajah wisata jogja yuk jelajah tempat wisata jogja photo today by taken at gumuk pasir parangkusumo bantul,Jogja Jogja Tours Yuk Tour The tourist attraction This photo today by taken at Gumuk Pasir Parangkusumo Bantul,0.4588,positif,positif
Thu Oct 12 07:51:14 +0000 2023,Macet di jalan Wonosari - Jogja tepatnya di tanjakan Bukit Bintang https://t.co/5pe7uMxUXE,,in,Kebumen,widodogroho,macet di jalan wonosari - jogja tepatnya di tanjakan bukit bintang https://t.co/5pe7umxuxe,macet di jalan wonosari  jogja tepatnya di tanjakan bukit bintang,bukit bintang,-7.845841,110.479846,visit jogja,macet di jalan wonosari  jogja tepatnya di tanjakan bukit bintang,macet jalan wonosari  jogja tepatnya tanjakan bukit bintang,"['macet', 'jalan', 'wonosari', 'jogja', 'tepatnya', 'tanjakan', 'bukit', 'bintang']",macet jalan wonosari jogja tepat tanjak bukit bintang,traffic jam on Jalan Wonosari Jogja precisely on the Bukit Bintang incline,0,netral,netral
Sat Aug 26 04:09:52 +0000 2023,@jek___ Jalan2 ke Jogja ehh gunung merapi meletus boleh ga pinjam dulu seratus.,,in,"Jakarta Barat, DKI Jakarta",mittsunokumo__,@jek___ jalan2 ke jogja ehh gunung merapi meletus boleh ga pinjam dulu seratus.,jalan ke jogja ehh gunung merapi meletus boleh ga pinjam dulu seratus,gunung merapi,-7.540716,110.445723,visit jogja,jalan ke jogja ehh gunung merapi meletus boleh ga pinjam dulu seratus,jalan jogja ehh gunung merapi meletus ga pinjam dulu seratus,"['jalan', 'jogja', 'ehh', 'gunung', 'merapi', 'meletus', 'ga', 'pinjam', 'dulu', 'seratus']",jalan jogja ehh gunung merapi letus ga pinjam dulu ratus,The road to Jogja ehh Mount Merapi erupted may not borrow one hundred,0,netral,netral
Tue Mar 14 13:25:08 +0000 2023,Bukit bintang jogja?,,in,Heaven,ainanayuuu,bukit bintang jogja?,bukit bintang jogja,bukit bintang,-7.845841,110.479846,visit jogja,bukit bintang jogja,bukit bintang jogja,"['bukit', 'bintang', 'jogja']",bukit bintang jogja,Bukit Bintang Jogja,0,netral,netral
Thu Jun 01 01:04:31 +0000 2023,Jelajah Wisata Jogja - Yuk jelajah tempat wisata Jogja ini!! - photo today by taken around Hutan Pinus Asri Dlingo Bantul.... - https://t.co/GAzQc4778J,https://pbs.twimg.com/media/Fxf7xs4aIAAvhd4.jpg,in,contact  idbcpr@gmail.com,idbcpr,jelajah wisata jogja - yuk jelajah tempat wisata jogja ini!! - photo today by taken around hutan pinus asri dlingo bantul.... - https://t.co/gazqc4778j,jelajah wisata jogja  yuk jelajah tempat wisata jogja ini  photo today by taken around hutan pinus asri dlingo bantul,pinus asri,-7.920912,110.43561,dinpar diy 2023,jelajah wisata jogja  yuk jelajah tempat wisata jogja ini  photo today by taken around hutan pinus asri dlingo bantul,jelajah wisata jogja  yuk jelajah tempat wisata jogja  photo today by taken around hutan pinus asri dlingo bantul,"['jelajah', 'wisata', 'jogja', 'yuk', 'jelajah', 'tempat', 'wisata', 'jogja', 'photo', 'today', 'by', 'taken', 'around', 'hutan', 'pinus', 'asri', 'dlingo', 'bantul']",jelajah wisata jogja yuk jelajah tempat wisata jogja photo today by taken around hutan pinus asri dlingo bantul,Jogja Tourism Exploration Come on Exploration of Jogja Tourist Attractions Photo Today by Taken Around Pine Forest Asri Dlingo Bantul,0.6808,positif,positif
Tue May 30 08:56:00 +0000 2023,@f4hri25 Bukit bintang Jogja itu,,in,ÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚ÂªÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚Âº,Arsyadenn,@f4hri25 bukit bintang jogja itu,bukit bintang jogja itu,bukit bintang,-7.845841,110.479846,visit jogja,bukit bintang jogja itu,bukit bintang jogja,"['bukit', 'bintang', 'jogja']",bukit bintang jogja,the hill of the star jogja,0,netral,netral
Sat May 20 13:57:31 +0000 2023,Waktu study tour esema kan ke jogja list tempatnya ada ke pantai parangtritis. Aku sama temenku haha hihi lari ke laut pas ombaknya dateng ternyata air nya nyentuh sepaha aku. Dan temenku yang pendek sepanggul. Abis itu langsung istighfar lari ke pantai. ,,in,nagasone tiddies.,_beeai,waktu study tour esema kan ke jogja list tempatnya ada ke pantai parangtritis. aku sama temenku haha hihi lari ke laut pas ombaknya dateng ternyata air nya nyentuh sepaha aku. dan temenku yang pendek sepanggul. abis itu langsung istighfar lari ke pantai. ,waktu study tour esema kan ke jogja list tempatnya ada ke pantai parangtritis aku sama temenku haha hihi lari ke laut pas ombaknya dateng ternyata air nya nyentuh sepaha aku dan temenku yang pendek sepanggul abis itu langsung istighfar lari ke pantai,pantai parangtritis,-8.024608,110.329804,visit jogja,waktu study tour esema kan ke jogja list tempatnya ada ke pantai parangtritis aku sama temenku haha hihi lari ke laut pas ombaknya dateng ternyata air nya nyentuh sepaha aku dan temenku yang pendek sepanggul abis itu langsung istighfar lari ke pantai,waktu study tour esema kan jogja list tempatnya pantai parangtritis aku sama temenku haha hihi lari laut pas ombaknya dateng ternyata air nya nyentuh sepaha aku temenku pendek sepanggul abis langsung istighfar lari ke pantai,"['waktu', 'study', 'tour', 'esema', 'kan', 'jogja', 'list', 'tempatnya', 'pantai', 'parangtritis', 'aku', 'sama', 'temenku', 'haha', 'hihi', 'lari', 'laut', 'pas', 'ombaknya', 'dateng', 'ternyata', 'air', 'nya', 'nyentuh', 'sepaha', 'aku', 'temenku', 'pendek', 'sepanggul', 'abis', 'langsung', 'istighfar', 'lari', 'ke', 'pantai']",waktu study tour esema kan jogja list tempat pantai parangtritis aku sama temenku haha hihi lari laut pas ombak dateng nyata air nya nyentuh paha aku temenku pendek panggul abis langsung istighfar lari ke pantai,"When the Esema Study Tour went to Jogja, the list was to the beach of Parangtritis, I and my friend, haha â€‹â€‹hihi, ran to the sea when the waves came, it turned out that the water was touched by me and my friend who was short after that was immediately Istighfar ran to the beach",0.8555,positif,positif
Tue Sep 26 13:29:53 +0000 2023, Kampung Wisata Taman Sari cantik bgt bgt bgt tapi ya allah gue ngga paham kenapa jogja panas bgt padahal gue kesana pas baru buka tuh taman sari alias masih pagi bgt (jam 10an) masuknya 15rb better dateng pagi jadi belum terlalu rame + bapak/ibu guidenya baik baik bgt https://t.co/M6Cwi7Uess,https://pbs.twimg.com/media/F69IXBUaYAApzpd.jpg,in,,privaccaura, kampung wisata taman sari cantik bgt bgt bgt tapi ya allah gue ngga paham kenapa jogja panas bgt padahal gue kesana pas baru buka tuh taman sari alias masih pagi bgt (jam 10an) masuknya 15rb better dateng pagi jadi belum terlalu rame + bapak/ibu guidenya baik baik bgt https://t.co/m6cwi7uess,kampung wisata taman sari cantik bgt bgt bgt tapi ya allah gue ngga paham kenapa jogja panas bgt padahal gue kesana pas baru buka tuh taman sari alias masih pagi bgt jam an masuknya rb better dateng pagi jadi belum terlalu rame  bapakibu guidenya baik baik bgt,taman sari,-7.809979,110.358991,visit jogja,kampung wisata taman sari cantik banget bgt banget tapi ya allah gue ngga paham kenapa jogja panas banget padahal gue kesana pas baru buka tuh taman sari alias masih pagi banget jam an masuknya rb better dateng pagi jadi belum terlalu rame  bapakibu guidenya baik baik bgt,kampung wisata taman sari cantik banget bgt banget ya allah gue ngga paham jogja panas banget padahal gue kesana pas baru buka tuh taman sari alias pagi banget jam an masuknya rb better dateng pagi jadi terlalu rame  bapakibu guidenya baik baik bgt,"['kampung', 'wisata', 'taman', 'sari', 'cantik', 'banget', 'bgt', 'banget', 'ya', 'allah', 'gue', 'ngga', 'paham', 'jogja', 'panas', 'banget', 'padahal', 'gue', 'kesana', 'pas', 'baru', 'buka', 'tuh', 'taman', 'sari', 'alias', 'pagi', 'banget', 'jam', 'an', 'masuknya', 'rb', 'better', 'dateng', 'pagi', 'jadi', 'terlalu', 'rame', 'bapakibu', 'guidenya', 'baik', 'baik', 'bgt']",kampung wisata taman sari cantik banget bgt banget ya allah gue ngga paham jogja panas banget padahal gue kesana pas baru buka tuh taman sari alias pagi banget jam an masuk rb better dateng pagi jadi terlalu rame bapakibu guidenya baik baik bgt,Village Village Sari Banget Banget Bgt Banget But Oh God I know why the hot jogja is hot when I go there just open the Sarias Park still in the morning.,0.3919,positif,positif
Wed Jun 07 17:49:29 +0000 2023,@Jogja_Uncover Posisi lagi neng daerah Pantai Indrayanti ate mapan turu lah kok gempa. Wedi enek gempa susulan ,,in,,hahahihicrot,@jogja_uncover posisi lagi neng daerah pantai indrayanti ate mapan turu lah kok gempa. wedi enek gempa susulan ,uncover posisi lagi neng daerah pantai indrayanti ate mapan turu lah kok gempa wedi enek gempa susulan,pantai indrayanti,-8.150736,110.612346,visit jogja,uncover posisi lagi neng daerah pantai indrayanti ate mapan turu lah kok gempa wedi enek gempa susulan,uncover posisi neng daerah pantai indrayanti ate mapan turu lah kok gempa wedi enek gempa susulan,"['uncover', 'posisi', 'neng', 'daerah', 'pantai', 'indrayanti', 'ate', 'mapan', 'turu', 'lah', 'kok', 'gempa', 'wedi', 'enek', 'gempa', 'susulan']",uncover posisi neng daerah pantai indrayanti ate mapan turu lah kok gempa wedi enek gempa susul,"Uncover positions again Neng Indrayanti Coastal Area or Mapan Turu is the earthquake of Wedi Enek, aftershocks",0,netral,netral
Tue Jan 10 01:10:01 +0000 2023,Jogja Bay Waterpark Destinasi Weekend Favorit Keluarga https://t.co/wTOgwSUTKk #waterboomjogja #waterboomjogjabay #PastiLebihseru #recommended #healing #wisatajogja #DiJogjaRumahKu https://t.co/pZwx2XAC7N,https://pbs.twimg.com/media/FmErRtNXoAEBD0a.png,in,"Yogyakarta, Indonesia",marprop,jogja bay waterpark destinasi weekend favorit keluarga https://t.co/wtogwsutkk #waterboomjogja #waterboomjogjabay #pastilebihseru #recommended #healing #wisatajogja #dijogjarumahku https://t.co/pzwx2xac7n,jogja bay waterpark destinasi weekend favorit keluarga,jogja bay,-7.748407,110.418377,dinpar diy 2023,jogja bay waterpark destinasi weekend favorit keluarga,jogja bay waterpark destinasi weekend favorit keluarga,"['jogja', 'bay', 'waterpark', 'destinasi', 'weekend', 'favorit', 'keluarga']",jogja bay waterpark destinasi weekend favorit keluarga,Jogja Bay WaterPark Family Favorite Weekend Destination,0.4588,positif,positif
Thu Nov 02 23:51:00 +0000 2023,Tentang Malioboro Jogja: Magnet Budaya dan Wisata yang Memikat https://t.co/hREaFZp8SI,,in,Indonesia,Festivevoice,tentang malioboro jogja: magnet budaya dan wisata yang memikat https://t.co/hreafzp8si,tentang malioboro jogja magnet budaya dan wisata yang memikat,malioboro,-7.792646,110.365871,dinpar diy 2023,tentang malioboro jogja magnet budaya dan wisata yang memikat,malioboro jogja magnet budaya wisata memikat,"['malioboro', 'jogja', 'magnet', 'budaya', 'wisata', 'memikat']",malioboro jogja magnet budaya wisata mikat,About Malioboro Jogja Magnetic Culture and Tourism which is attractive,0.4404,positif,positif
Sun Feb 19 04:53:31 +0000 2023,@sbyfess Pantai kukup jogja nih,,in,"Jawa Timur, Indonesia",Emperror_12,@sbyfess pantai kukup jogja nih,pantai kukup jogja nih,pantai kukup,-8.133703,110.554761,dinpar diy 2023,pantai kukup jogja nih,pantai kukup jogja nih,"['pantai', 'kukup', 'jogja', 'nih']",pantai kukup jogja nih,Kukup Jogja Beach,0,netral,netral
Sun Mar 12 06:02:09 +0000 2023,Tanggulangi Abu Vulkanik Gunung Merapi Pemkot Magelang Semprot Area Publik https://t.co/gC0UzEU9lt #beritajogja #jogja #jogjaistimewa https://t.co/Qc1bOq5zbQ,https://pbs.twimg.com/media/Fq_3HpbakAEYJxO.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,tanggulangi abu vulkanik gunung merapi pemkot magelang semprot area publik https://t.co/gc0uzeu9lt #beritajogja #jogja #jogjaistimewa https://t.co/qc1boq5zbq,tanggulangi abu vulkanik gunung merapi pemkot magelang semprot area publik,gunung merapi,-7.540716,110.445723,visit jogja,tanggulangi abu vulkanik gunung merapi pemkot magelang semprot area publik,tanggulangi abu vulkanik gunung merapi pemkot magelang semprot area publik,"['tanggulangi', 'abu', 'vulkanik', 'gunung', 'merapi', 'pemkot', 'magelang', 'semprot', 'area', 'publik']",tanggulang abu vulkanik gunung merapi pemkot magelang semprot area publik,Tanggulangi volcanic ash of Mount Merapi Magelang City Government spray public area,0,netral,netral
Sat Jul 01 01:53:25 +0000 2023,rekomendasiin wisata gratis di jogja dong selain -malioboro -alkid -taman budaya Daerahnya kalo bisa di pusat kota atau terjangkau transjogja. Thanks guys! #jogja #jogjaistimewa #backpacker #travelling #jalanjalan,,in,"Illinois, USA",memessier,rekomendasiin wisata gratis di jogja dong selain -malioboro -alkid -taman budaya daerahnya kalo bisa di pusat kota atau terjangkau transjogja. thanks guys! #jogja #jogjaistimewa #backpacker #travelling #jalanjalan,rekomendasiin wisata gratis di jogja dong selain malioboro alkid taman budaya daerahnya kalo bisa di pusat kota atau terjangkau transjogja thanks guys,malioboro,-7.792646,110.365871,dinpar diy 2023,rekomendasiin wisata gratis di jogja dong selain malioboro alkid taman budaya daerahnya kalo bisa di pusat kota atau terjangkau transjogja thanks guys,rekomendasiin wisata gratis jogja dong malioboro alkid taman budaya daerahnya kalo di pusat kota terjangkau transjogja thanks guys,"['rekomendasiin', 'wisata', 'gratis', 'jogja', 'dong', 'malioboro', 'alkid', 'taman', 'budaya', 'daerahnya', 'kalo', 'di', 'pusat', 'kota', 'terjangkau', 'transjogja', 'thanks', 'guys']",rekomendasiin wisata gratis jogja dong malioboro alkid taman budaya daerah kalo di pusat kota jangkau transjogja thanks guys,"Recommendations for free tourism in Jogja, besides Malioboro Alkid, the Cultural Park of the area if it can be in the city center or affordable transjogja thanks guys",0.7351,positif,positif
Mon Aug 28 06:49:53 +0000 2023,KEMARAU ELEVASI AIR WADUK SERMO MENYUSUT #Kulonprogo #kemarau #mediapemersatubangsa #TVRIYogyakarta https://t.co/zwaYeYGNDn,https://pbs.twimg.com/ext_tw_video_thumb/1696051193070723072/pu/img/PegEAU0t1HCmxBNZ.jpg,in,"Yogyakarta, Indonesia",tvriyogyakarta,kemarau elevasi air waduk sermo menyusut #kulonprogo #kemarau #mediapemersatubangsa #tvriyogyakarta https://t.co/zwayeygndn,kemarau elevasi air waduk sermo menyusut,waduk sermo,-7.822714,110.108505,dinpar diy 2023,kemarau elevasi air waduk sermo menyusut,kemarau elevasi air waduk sermo menyusut,"['kemarau', 'elevasi', 'air', 'waduk', 'sermo', 'menyusut']",kemarau elevasi air waduk sermo susut,Drought Elevation of Sermo Reservoir Water Shrinks,0,netral,netral
Mon Jul 03 00:06:41 +0000 2023,Selain terkenal dengan deretan pantai yg cantik Gunungkidul juga punya Goa Pindul yg terletak di Desa Bejiharjo hanya 1 jam dari Kota Jogja. Wisata petualangan ini cocok untuk keluarga karena anakÃƒâ€šÃ‚Â² juga bisa ikut. Aliran sungainya tenang dan tidak berjeram. #PuspitaNagari https://t.co/MfmPxwLrnv,https://pbs.twimg.com/media/F0EhaAQacAAU4MZ.jpg,in,Indonesia,Allwahid805,selain terkenal dengan deretan pantai yg cantik gunungkidul juga punya goa pindul yg terletak di desa bejiharjo hanya 1 jam dari kota jogja. wisata petualangan ini cocok untuk keluarga karena anakÃƒâ€šÃ‚Â² juga bisa ikut. aliran sungainya tenang dan tidak berjeram. #puspitanagari https://t.co/mfmpxwlrnv,selain terkenal dengan deretan pantai yg cantik gunungkidul juga punya goa pindul yg terletak di desa bejiharjo hanya  jam dari kota jogja wisata petualangan ini cocok untuk keluarga karena anak juga bisa ikut aliran sungainya tenang dan tidak berjeram,goa pindul,-7.926658,110.647774,dinpar diy 2023,selain terkenal dengan deretan pantai yang cantik gunungkidul juga punya goa pindul yang terletak di desa bejiharjo hanya  jam dari kota jogja wisata petualangan ini cocok untuk keluarga karena anak juga bisa ikut aliran sungainya tenang dan tidak berjeram,terkenal deretan pantai cantik gunungkidul punya goa pindul terletak desa bejiharjo  jam kota jogja wisata petualangan cocok keluarga anak bisa ikut aliran sungainya tenang tidak berjeram,"['terkenal', 'deretan', 'pantai', 'cantik', 'gunungkidul', 'punya', 'goa', 'pindul', 'terletak', 'desa', 'bejiharjo', 'jam', 'kota', 'jogja', 'wisata', 'petualangan', 'cocok', 'keluarga', 'anak', 'bisa', 'ikut', 'aliran', 'sungainya', 'tenang', 'tidak', 'berjeram']",kenal deret pantai cantik gunungkidul punya goa pindul letak desa bejiharjo jam kota jogja wisata tualang cocok keluarga anak bisa ikut alir sungai tenang tidak jeram,"Besides being famous for the beautiful row of beaches, Gunungkidul also has a Pindul cave located in Bejiharjo Village, only a clock from the city of Jogja, this adventure tour is suitable for the family because children can also join the river flow and not crashing",0.8283,positif,positif
Tue Dec 05 14:44:56 +0000 2023,@fyi_uie @BPPTKG Itu gunung Marapi di Sumbar mbak. BPPTKG tugasnya melaksanakan mitigasi bencana di gunung Merapi di Jogja-Jateng.,,in,Jogjakarta,HerinoorCh,@fyi_uie @bpptkg itu gunung marapi di sumbar mbak. bpptkg tugasnya melaksanakan mitigasi bencana di gunung merapi di jogja-jateng.,uie  itu gunung marapi di sumbar mbak bpptkg tugasnya melaksanakan mitigasi bencana di gunung merapi di jogjajateng,gunung merapi,-7.540716,110.445723,visit jogja,uie  itu gunung marapi di sumbar mbak bpptkg tugasnya melaksanakan mitigasi bencana di gunung merapi di jogjajateng,uie  gunung marapi sumbar mbak bpptkg tugasnya melaksanakan mitigasi bencana gunung merapi jogjajateng,"['uie', 'gunung', 'marapi', 'sumbar', 'mbak', 'bpptkg', 'tugasnya', 'melaksanakan', 'mitigasi', 'bencana', 'gunung', 'merapi', 'jogjajateng']",uie gunung marapi sumbar mbak bpptkg tugas laksana mitigasi bencana gunung merapi jogjajateng,Uie is Mount Marapi in West Sumatra Mbak BPPTKG task to carry out disaster mitigation on Mount Merapi in Jogjajateng,-0.6249,negatif,netral
Sat Jul 15 07:08:17 +0000 2023,@taudahhh_ Pantai parangkusumo jogja lagi ada festival layang2,,in,Semarang,dpraz_peje,@taudahhh_ pantai parangkusumo jogja lagi ada festival layang2,pantai parangkusumo jogja lagi ada festival layang,pantai parangkusumo,-8.022769,110.324995,visit jogja,pantai parangkusumo jogja lagi ada festival layang,pantai parangkusumo jogja ada festival layang,"['pantai', 'parangkusumo', 'jogja', 'ada', 'festival', 'layang']",pantai parangkusumo jogja ada festival layang,Parangkusumo Jogja Beach again there is a Fly Festival,0.4939,positif,netral
Mon Jan 09 09:03:57 +0000 2023,@FOODFESS2 Kalau di Jogja sih ada zona seafood cabangnya di mana2. Enak enak semuaaaaa terus harganya juga masuk akal dan pelayanannya ramah polll pas masuk disambut dong Sambalnya apalagi beuhhh mantap!! Selain di sini biasanya di seafood pesisir pantai Depok tuh juga enakkkk https://t.co/e7p8XxS5uk,https://pbs.twimg.com/media/FmBOKHjacAEUIJT.jpg,in,,m4ullll_,@foodfess2 kalau di jogja sih ada zona seafood cabangnya di mana2. enak enak semuaaaaa terus harganya juga masuk akal dan pelayanannya ramah polll pas masuk disambut dong sambalnya apalagi beuhhh mantap!! selain di sini biasanya di seafood pesisir pantai depok tuh juga enakkkk https://t.co/e7p8xxs5uk,kalau di jogja sih ada zona seafood cabangnya di mana enak enak semuaaaaa terus harganya juga masuk akal dan pelayanannya ramah polll pas masuk disambut dong sambalnya apalagi beuhhh mantap selain di sini biasanya di seafood pesisir pantai depok tuh juga enakkkk,pantai depok,-8.013709,110.291478,visit jogja,kalau di jogja sih ada zona seafood cabangnya di mana enak enak semuaaaaa terus harganya juga masuk akal dan pelayanannya ramah polll pas masuk disambut dong sambalnya apalagi beuhhh mantap selain di sini biasanya di seafood pesisir pantai depok tuh juga enakkkk,kalau jogja sih zona seafood cabangnya mana enak enak semuaaaaa terus harganya masuk akal pelayanannya ramah polll pas masuk disambut dong sambalnya beuhhh mantap sini biasanya di seafood pesisir pantai depok tuh enakkkk,"['kalau', 'jogja', 'sih', 'zona', 'seafood', 'cabangnya', 'mana', 'enak', 'enak', 'semuaaaaa', 'terus', 'harganya', 'masuk', 'akal', 'pelayanannya', 'ramah', 'polll', 'pas', 'masuk', 'disambut', 'dong', 'sambalnya', 'beuhhh', 'mantap', 'sini', 'biasanya', 'di', 'seafood', 'pesisir', 'pantai', 'depok', 'tuh', 'enakkkk']",kalau jogja sih zona seafood cabang mana enak enak semuaaaaa terus harga masuk akal layan ramah polll pas masuk sambut dong sambal beuhhh mantap sini biasa di seafood pesisir pantai depok tuh enakkkk,"If in Jogja there is a branch seafood zone where it is delicious, all of it continues the price is also reasonable and the service is friendly when it comes to enter the chili sauce, especially beuhhh, besides here, usually in the coastal seafood, Depok is also delicious",0.891,positif,positif
Sun Jun 25 10:34:28 +0000 2023,@MasArrff Pantai Ngrawah Jogja.,,in,IYKYK,Aauuuuukk,@masarrff pantai ngrawah jogja.,pantai ngrawah jogja,pantai ngrawah,-8.125082,110.520203,visit jogja,pantai ngrawah jogja,pantai ngrawah jogja,"['pantai', 'ngrawah', 'jogja']",pantai ngrawah jogja,Beach is in place of jogja,0,netral,netral
Sat Mar 11 09:17:05 +0000 2023,Abu Vulkanik Gunung Merapi Menyebar Sampai ke Wonosobo https://t.co/gWKKTbs1R2 #beritajogja #jogja #jogjaistimewa https://t.co/XiBYxrsFn4,https://pbs.twimg.com/media/Fq7aJbyaAAAB5OP.jpg,in,"Yogyakarta, Indonesia",Harian_Jogja,abu vulkanik gunung merapi menyebar sampai ke wonosobo https://t.co/gwkktbs1r2 #beritajogja #jogja #jogjaistimewa https://t.co/xibyxrsfn4,abu vulkanik gunung merapi menyebar sampai ke wonosobo,gunung merapi,-7.540716,110.445723,visit jogja,abu vulkanik gunung merapi menyebar sampai ke wonosobo,abu vulkanik gunung merapi menyebar ke wonosobo,"['abu', 'vulkanik', 'gunung', 'merapi', 'menyebar', 'ke', 'wonosobo']",abu vulkanik gunung merapi sebar ke wonosobo,Volcanic ash of Mount Merapi spread to Wonosobo,0,netral,netral
Wed Nov 22 05:24:25 +0000 2023,@tebakaksyapa Turun stasiun jogja udah di malioboro sekitaran situ bisa ke museum taman sari pasar alun2. Bisa dg jalan kaki semua asal kuat weh,,in,Kota yg aestetik sehabis hujan,feezanoojisan,@tebakaksyapa turun stasiun jogja udah di malioboro sekitaran situ bisa ke museum taman sari pasar alun2. bisa dg jalan kaki semua asal kuat weh,turun stasiun jogja udah di malioboro sekitaran situ bisa ke museum taman sari pasar alun bisa dg jalan kaki semua asal kuat weh,malioboro,-7.792646,110.365871,dinpar diy 2023,turun stasiun jogja udah di malioboro sekitaran situ bisa ke museum taman sari pasar alun bisa dg jalan kaki semua asal kuat weh,turun stasiun jogja udah malioboro sekitaran situ ke museum taman sari pasar alun dg jalan kaki semua asal kuat weh,"['turun', 'stasiun', 'jogja', 'udah', 'malioboro', 'sekitaran', 'situ', 'ke', 'museum', 'taman', 'sari', 'pasar', 'alun', 'dg', 'jalan', 'kaki', 'semua', 'asal', 'kuat', 'weh']",turun stasiun jogja udah malioboro sekitar situ ke museum taman sari pasar alun dg jalan kaki semua asal kuat weh,Getting down the Jogja station already in Malioboro around Situ can go to the Taman Sari Museum Pasar Alun can be on foot all as long as it is strong weh,0.5106,positif,positif
Thu Nov 16 09:09:55 +0000 2023,fwbsmg! Aku besuk mau jalan2 ke jogja kalo mau booking hotel murah+nyaman dimana ya? ada yg tau rekomendasi hotel dkt malioboro? Terus 3 orang cewe semua boleh 1 kamar gak?,,in,Rules:,FWBSMG3,fwbsmg! aku besuk mau jalan2 ke jogja kalo mau booking hotel murah+nyaman dimana ya? ada yg tau rekomendasi hotel dkt malioboro? terus 3 orang cewe semua boleh 1 kamar gak?,fwbsmg aku besuk mau jalan ke jogja kalo mau booking hotel murahnyaman dimana ya ada yg tau rekomendasi hotel dkt malioboro terus  orang cewe semua boleh  kamar gak,malioboro,-7.792646,110.365871,dinpar diy 2023,fwbsmg aku besuk mau jalan ke jogja kalo mau booking hotel murahnyaman dimana ya ada yang tau rekomendasi hotel dkt malioboro terus  orang cewe semua boleh  kamar gak,fwbsmg aku besuk mau jalan jogja kalo mau booking hotel murahnyaman ya yang tau rekomendasi hotel dkt malioboro terus  orang cewe semua  kamar gak,"['fwbsmg', 'aku', 'besuk', 'mau', 'jalan', 'jogja', 'kalo', 'mau', 'booking', 'hotel', 'murahnyaman', 'ya', 'yang', 'tau', 'rekomendasi', 'hotel', 'dkt', 'malioboro', 'terus', 'orang', 'cewe', 'semua', 'kamar', 'gak']",fwbsmg aku besuk mau jalan jogja kalo mau booking hotel murahnyaman ya yang tau rekomendasi hotel dkt malioboro terus orang cewe semua kamar gak,"FWBSMG I want to walk to Jogja if you want to book a cheap hotel where yes, someone knows the recommendations",0.5106,positif,positif
